GS,SG,slug,PS,FS,V,atleta_id,jogos,PP,FC,DE,G,media,pontos,I,FT,CV,posicao_id,variacao,A,FD,nome,DP,PC,clube_id,DS,FF,CA,clube_nome,preco,apelido,season,rodada,target,media_5,std_5,G_media_5,A_media_5,SG_media_5,DS_media_5,FF_media_5,FS_media_5,pred
,,japa,,1.0,,122660,5,,6.0,,,0.72,2.7,1.0,,,4,0.36,,1.0,João Wellington Gadelha Melo de Oliveira,,,283,2.0,1.0,,CRU,2.34,Japa,2025,38,2.7,0.78,1.3141537200799607,,,,1.2,1.0,1.0,1.3785238095238084
,1.0,lucas-cunha,,2.0,,122755,6,,5.0,,,1.42,0.0,,,,3,0.0,,,Lucas de Souza Cunha,,,292,4.0,,2.0,SPT,3.6,Lucas Cunha,2025,38,0.0,0.0,0.0,,,1.0,4.0,,2.0,0.0
,,caballero,,8.0,,122781,12,,7.0,,1.0,2.53,0.0,2.0,,,5,0.0,1.0,2.0,Gustavo Rubén Caballero González,,,277,8.0,3.0,1.0,SAN,5.04,Caballero,2025,38,0.0,0.0,0.0,1.0,1.0,,8.0,3.0,8.0,0.0
,3.0,abner,,5.0,,122861,17,,15.0,,,2.16,0.0,1.0,,,3,0.0,1.0,1.0,Abner Salles da Silva,,,286,12.0,2.0,2.0,JUV,4.8,Abner,2025,38,0.0,0.54,1.2074767078498856,,1.0,3.0,12.0,2.0,5.0,0.09366666666666666
,6.0,guzman-rodriguez,,12.0,,122897,23,,20.0,,1.0,2.74,0.0,1.0,,,3,0.0,,2.0,Guzmán Rodríguez Ferrari,,,280,15.0,6.0,5.0,RBB,5.6,Guzmán Rodríguez,2025,38,0.0,0.0,0.0,1.0,,6.0,15.0,6.0,12.0,0.0
,,wanderson-aranha,,,,122922,0,,,,,0.0,0.0,,,,1,0.0,,,Wanderson Carlos Ferreira dos Santos,,,275,,,,PAL,1.0,Wanderson Aranha,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,david-kaua,,,,122989,0,,,,,0.0,0.0,,,,4,0.0,,,David Kauã Ramos,,,282,,,,CAM,1.0,David Kauã,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,patrick,,3.0,,122990,3,,3.0,,,2.6,0.0,,,,4,0.0,,1.0,Patrick Roberto da Silva Campos,,,282,4.0,,,CAM,3.24,Patrick,2025,38,0.0,0.0,0.0,,,,4.0,,3.0,0.0
,,victor-nascimento,,,,122994,0,,,,,0.0,0.0,,,,1,0.0,,,Victor dos Santos Nascimento,,,265,,,,BAH,1.0,Victor Nascimento,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,joao-andrade,,,,123001,0,,,,,0.0,0.0,,,,5,0.0,,,João Vitor Coni de Andrade,,,265,,,,BAH,1.0,João Andrade,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,tiago,1.0,25.0,,123004,23,,18.0,,3.0,2.89,2.9,3.0,,,5,0.31,2.0,4.0,Tiago Souza de Jesus Carvalho,,,265,11.0,7.0,2.0,BAH,3.89,Tiago,2025,38,2.9,2.38,3.803550972446669,3.0,2.0,,10.2,6.2,22.8,0.43333333333333374
,,sidney,,,,123005,0,,,,,0.0,0.0,,,,4,0.0,,,Sidney de Carvalho Duarte,,,265,,,,BAH,1.0,Sidney,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,vitinho,,,,123007,0,,,,,0.0,0.0,,,,4,0.0,,,Pedro Victor da Silva Santos,,,265,,,,BAH,1.0,Vitinho,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,cadu,,,,123359,0,,,,,0.0,0.0,,,,5,0.0,,,Carlos Eduardo Amaral Pereira de Castro,,,282,,,,CAM,3.0,Cadu,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,cauly,,9.0,,123360,29,,12.0,,1.0,1.67,0.0,,,,4,-0.33,3.0,4.0,Cauly Oliveira Souza,,,265,10.0,8.0,2.0,BAH,4.79,Cauly,2025,38,0.0,0.7000000000000007,0.9746794344808837,1.0,3.0,,9.2,8.0,8.4,1.2519999999999996
,,roger,,,,123494,0,,,,,0.0,0.0,,,,4,0.0,,,Roger Gabriel Farias de Jesus,,,265,,,,BAH,1.0,Roger,2025,38,0.0,0.0,0.0,,,,,,,0.0
,1.0,janderson,,,,123649,1,,,,,5.0,0.0,,,,3,0.0,,,José Janderson da Silva Marques,,,283,,,,CRU,2.82,Janderson,2025,38,0.0,0.0,0.0,,,1.0,,,,0.0
,1.0,ze-guilherme,,2.0,,123717,3,,1.0,,,3.67,0.0,,1.0,,2,0.0,,,José Guilherme de Lima Costa,,,265,1.0,1.0,,BAH,4.67,Zé Guilherme,2025,38,0.0,0.0,0.0,,,1.0,1.0,1.0,2.0,0.0
,,herrera,,8.0,,123738,15,,16.0,,2.0,4.99,0.0,,,,5,0.0,3.0,7.0,José María Herrera Ares,,,356,18.0,14.0,2.0,FOR,7.96,Herrera,2025,38,0.0,5.9399999999999995,8.13990171930841,1.4,2.4,,17.4,13.4,6.8,5.762000000000002
,,alan-rodriguez,,12.0,,123744,15,,11.0,,,3.26,1.1,1.0,1.0,,4,-0.53,1.0,2.0,Alan Jesús Rodríguez Guaglianoni,,,285,23.0,4.0,2.0,INT,5.59,Alan Rodríguez,2025,38,1.1,4.1,3.5545745174352446,,1.0,,19.6,3.2,9.8,4.0102333333333355
,,lezcano,,4.0,,123788,4,,,,,0.87,0.0,,,,4,0.0,,,Rubén Darío Lezcano Portillo,,,266,1.0,,,FLU,4.31,Lezcano,2025,38,0.0,0.0,0.0,,,,1.0,,4.0,0.0
,,enzo,,,,124077,0,,,,,0.0,0.0,,,,2,0.0,,,Enzo Henrique dos Santos,,,284,,,,GRE,5.0,Enzo,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,henry-mosquera,,8.0,,124239,17,,13.0,,,1.65,0.0,3.0,,,5,0.0,,9.0,Henry David Mosquera Sánchez,,,280,10.0,3.0,,RBB,3.22,Henry Mosquera,2025,38,0.0,0.0,0.0,,,,10.0,3.0,8.0,0.0
,,isaac,,1.0,,124247,1,,,,,0.5,0.0,,,,5,0.0,,,Isaac Aguiar Tomich,,,282,,,,CAM,1.1,Isaac,2025,38,0.0,0.0,0.0,,,,,,1.0,0.0
,,kauan,,,,124264,0,,,,,0.0,0.0,,,,1,0.0,,,Kauan Jesus Santos Oliveira,,,285,,,,INT,1.0,Kauan,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,allex,,,,124270,0,,,,,0.0,0.0,,,,4,0.0,,,Allex Rodrigues Pereira da Silva,,,285,,,,INT,1.0,Allex,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,gustavo-prado,,14.0,,124271,17,,6.0,,1.0,2.3,0.0,2.0,,,4,0.0,,8.0,Gustavo Prado Alves,,,285,7.0,10.0,2.0,INT,4.37,Gustavo Prado,2025,38,0.0,0.42000000000000004,0.9391485505499038,1.0,,,7.0,9.6,13.8,0.24825000000000008
,,ricardo-mathias,,10.0,,124280,22,,19.0,,5.0,3.05,5.4,3.0,1.0,,5,0.29,1.0,8.0,Ricardo Mathias da Silva,,,285,6.0,7.0,1.0,INT,5.67,Ricardo Mathias,2025,38,5.4,5.16,3.612893577176057,4.6,1.0,,4.8,5.6,10.0,4.519999999999995
4.0,2.0,leo-aragao,,1.0,,124369,4,,,13.0,,5.97,3.7,,,,1,-0.63,,,Leonardo de Aragão Carvalho,,,283,1.0,,1.0,CRU,6.25,Léo Aragão,2025,38,3.7,0.74,1.6546903033498432,,,2.0,1.0,,1.0,1.289944444444444
,5.0,mateo-ponte,,6.0,,124481,18,,12.0,,2.0,3.42,8.0,2.0,,,2,0.51,,,Mateo Ponte Costa,,,263,13.0,6.0,3.0,BOT,7.18,Mateo Ponte,2025,38,8.0,2.54,3.668514685809505,1.2,,5.0,11.8,6.0,4.8,5.541333333333345
,12.0,giay,,30.0,,124526,26,,32.0,,,5.0,0.4,1.0,,,2,-0.91,,,Agustín Giay,,,275,41.0,5.0,1.0,PAL,8.27,Giay,2025,38,0.4,1.239999999999999,2.5549951076274073,,,11.8,41.0,4.8,28.4,1.047666666666667
,3.0,ivan-roman,,9.0,,124661,10,,7.0,,,3.28,0.0,1.0,,,3,0.0,,1.0,Ivan Ramiro Román Hurtado,,,282,11.0,1.0,3.0,CAM,4.14,Iván Román,2025,38,0.0,0.0,0.0,,,3.0,11.0,1.0,9.0,0.0
,,felipe-negrucci,,2.0,,124674,5,,3.0,,,0.78,0.0,,,,4,0.0,,,Felipe Negrucci Berdague,,,276,2.0,1.0,,SAO,1.97,Felipe Negrucci,2025,38,0.0,0.3,0.6708203932499369,,,,1.6,1.0,2.0,0.11683333333333328
,,leandro,,,,124701,0,,,,,0.0,0.0,,,,1,0.0,,,Leandro Mathias Silva Bueno,,,276,,,,SAO,2.0,Leandro,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,nathan-fernandes,,5.0,,124757,9,,3.0,,1.0,3.14,0.0,2.0,,,5,0.0,2.0,3.0,Nathan Ribeiro Fernandes,,,263,3.0,1.0,,BOT,5.19,Nathan Fernandes,2025,38,0.0,0.0,0.0,1.0,2.0,,3.0,1.0,5.0,0.0
,4.0,jonathan-jesus,,3.0,,124912,13,,17.0,,,2.55,0.6,1.0,,1.0,3,-0.32,,,Jonathan de Jesus Alves,,,283,14.0,,1.0,CRU,4.2,Jonathan Jesus,2025,38,0.6,0.12000000000000018,0.26832815729998916,,,4.0,13.2,,3.0,0.137
,1.0,viery,,,,125467,3,,1.0,,,1.57,0.0,,,,3,0.0,,,Viery Fernandes Santos Lopes,,,284,,,,GRE,2.28,Viery,2025,38,0.0,0.0,0.0,,,1.0,,,,0.0
,,alisson,,,,125469,0,,,,,0.0,0.0,,,,4,0.0,,,Alisson Santana Lopes da Fonseca,,,282,,,,CAM,4.0,Alisson,2025,38,0.0,0.0,0.0,,,,,,,0.0
,6.0,joao-pedro,,5.0,,125488,16,,19.0,,,3.65,0.2,,,,3,-0.28,1.0,3.0,João Pedro de Sousa Rodrigues,,,264,17.0,2.0,4.0,COR,5.28,João Pedro,2025,38,0.2,0.7,1.292284798332008,,1.0,6.0,16.6,2.0,4.2,0.49666666666666687
,,marcelinho,,,,126120,0,,,,,0.0,0.0,,,,4,0.0,,,Marcelo Braz da Silva,,,280,,,,RBB,2.0,Marcelinho,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,paulinho,,10.0,,126182,10,,13.0,,,0.77,2.9,,,,4,0.29,,,Paulo Lucas Santos de Paula,,,267,5.0,,1.0,VAS,4.27,Paulinho,2025,38,2.9,0.6799999999999999,1.2597618822618837,,,,4.2,,6.4,0.36900000000000027
,,barreal,,21.0,,126471,33,,27.0,,9.0,5.93,6.0,6.0,2.0,,4,0.32,1.0,10.0,Álvaro Martín Barreal,,,277,57.0,20.0,2.0,SAN,10.33,Barreal,2025,38,6.0,6.0200000000000005,4.119708727568004,8.8,1.0,,52.4,17.4,20.4,4.957366666666665
,,bahia,,1.0,,127242,2,,,,,2.9,0.0,,,,4,0.0,,,Luiz Gustavo Lemos Carvalho,,,264,3.0,1.0,,COR,2.65,Bahia,2025,38,0.0,0.0,0.0,,,,3.0,1.0,1.0,0.0
,1.0,julio-fidelis,,7.0,,127932,3,,2.0,,,7.6,0.0,,,,2,0.0,1.0,,Julio Cesar Lima Fidelis,,,266,5.0,3.0,,FLU,7.17,Julio Fidélis,2025,38,0.0,0.0,0.0,,1.0,1.0,5.0,3.0,7.0,0.0
,,rayan-lucas,,,,128590,0,,,,,0.0,0.0,,,,4,0.0,,,Rayan Lucas Marques de Souza,,,262,,,,FLA,2.0,Rayan Lucas,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,felipe-cardoso,,1.0,,129317,3,,1.0,,,0.97,0.0,,,,4,0.0,,1.0,Felipe Cardoso,,,287,1.0,,,VIT,2.21,Felipe Cardoso,2025,38,0.0,0.0,0.0,,,,1.0,,1.0,0.0
,,ruan-pablo,,1.0,,129663,5,,1.0,,,0.08,0.0,,,,5,-0.12,,1.0,Ruan Pablo Barbosa Sousa,,,265,,,1.0,BAH,0.73,Ruan Pablo,2025,38,0.0,0.0,0.0,,,,,,1.0,0.0
,,pablo,,,,129665,0,,,,,0.0,0.0,,,,1,0.0,,,Pablo de Paula Cardoso,,,267,,,,VAS,1.0,Pablo,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,jp,,,,129666,0,,,,,0.0,0.0,,,,4,0.0,,,João Pedro Murilo de Paula Morais,,,267,,,,VAS,2.0,JP,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,cristhian-loor,,,,129930,0,,,,,0.0,0.0,,,,1,0.0,,,Cristhian Joel Loor Santamaría - Christian,,,263,,,,BOT,2.0,Cristhian Loor,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,bruno-xavier,,,,129948,0,,,,,0.0,0.0,,,,4,0.0,,,Bruno Fernandes Xavier,,,262,,,,FLA,1.0,Bruno Xavier,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,noriega,,9.0,,130048,13,,14.0,,,1.52,0.0,,,,4,0.0,,,Erick Carlos Noriega Loret de Mola,,2.0,284,13.0,6.0,3.0,GRE,3.74,Noriega,2025,38,0.0,-0.26,0.5813776741499468,,,,13.0,6.0,9.0,-0.17439828042328048
,,leo-nannetti,,,,130189,0,,,,,0.0,0.0,,,,1,0.0,,,Leonardo Nannetti Lopes,,,262,,,,FLA,1.0,Léo Nannetti,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,carbone,,,,130190,0,,,,,0.0,0.0,,,,2,0.0,,,João Victor Schlickmann Carbone,,,262,,,,FLA,2.0,Carbone,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,euder,,,,130252,0,,,,,0.0,0.0,,,,4,0.0,,,Euder Galdino da Silva,,,267,,,,VAS,1.0,Euder,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,leandrinho,,2.0,,130254,2,,,,,0.5,1.0,,,,2,0.05,,,Leandro Viana da Silva Gama,,,267,,,,VAS,1.88,Leandrinho,2025,38,1.0,0.19999999999999982,0.44721359549997636,,,,,,2.0,0.1270171957671958
,,guilherme-estrella,,1.0,,130255,1,,,,,0.5,0.5,,,,4,-0.11,,,Guilherme Estrella de Paiva,,,267,,,,VAS,2.89,Guilherme Estrella,2025,38,0.5,0.1,0.22360679774998185,,,,,,1.0,0.47927777777777775
,,lukas-zuccarello,,,,130279,2,,1.0,,,0.6,0.0,,,,4,0.0,,,Lukas Rocha Zuccarello,,,267,1.0,,,VAS,1.9,Lukas Zuccarello,2025,38,0.0,0.0,0.0,,,,1.0,,,0.0
,,phillipe-gabriel,,,,130280,0,,,,,0.0,0.0,,,,1,0.0,,,Phillipe Gabriel Pires de Oliveira,,,267,,,,VAS,1.0,Phillipe Gabriel,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,rhyan,,,,130305,0,,,,,0.0,0.0,,,,1,0.0,,,Rhyan Luca Carvalho de Arruda,,,263,,,,BOT,1.0,Rhyan,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,rafael-pinna,,,,130316,0,,,,,0.0,0.0,,,,5,0.0,,,Rafael Oliveira Pinna,,,286,,,,JUV,1.0,Rafael Pinna,2025,38,0.0,0.0,0.0,,,,,,,0.0
,4.0,maykon,,8.0,,130319,9,,16.0,,,4.25,0.0,,,,2,0.0,,1.0,Maykon Kesley de Jesus Ramalho,,,287,11.0,3.0,1.0,VIT,5.8,Maykon,2025,38,0.0,0.0,0.0,,,4.0,11.0,3.0,8.0,0.0
,,guilherme-gomes,,,,130382,0,,,,,0.0,0.0,,,,4,0.0,,,Guilherme Henrique Bernardineli Gomes,,,262,,,,FLA,2.0,Guilherme Gomes,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,maceio,,3.0,,130386,6,,2.0,,,0.78,0.0,1.0,,,5,0.0,,1.0,Everton Leandro de Oliveira Santos,,1.0,2305,1.0,4.0,1.0,MIR,2.81,Maceió,2025,38,0.0,0.0,0.0,,,,1.0,4.0,3.0,0.0
,1.0,luiz-gustavo,,2.0,,130393,5,,4.0,,,1.56,0.0,,,,3,0.0,,,Luiz Gustavo Marinho Ribeiro dos Santos,,,265,4.0,,3.0,BAH,1.8,Luiz Gustavo,2025,38,0.0,0.0,0.0,,,1.0,4.0,,2.0,0.0
,,diego,,,,130438,0,,,,,-1.0,-1.0,,,,1,-0.36,,,Diego Esser Pereira,,,285,,,1.0,INT,0.64,Diego,2025,38,-1.0,-0.25,0.5,,,,,,,-0.5311433890183893
,,marlon,,,,130507,1,,1.0,,,0.5,0.0,,,,5,0.0,,,Marlon Santos Teodoro,,,286,,1.0,,JUV,1.11,Marlon,2025,38,0.0,0.0,0.0,,,,,1.0,,0.0
,,riquelme-fillipi,,,,130608,1,,,,,0.0,0.0,,,,5,0.0,,,Riquelme Fillipi Marinho de Souza,,,275,,,,PAL,0.92,Riquelme Fillipi,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,luighi,,5.0,,130612,7,,7.0,,,1.34,3.1,2.0,,,5,0.45,,2.0,Luighi Hanri Sousa Santos,,,275,4.0,1.0,,PAL,3.4,Luighi,2025,38,3.1,0.62,1.3863621460498694,,,,4.0,1.0,4.2,0.2957777777777778
,,edenilson,,,,130620,0,,,,,0.0,0.0,,,,4,0.0,,,Edenílson Santos Nascimento Filho,,,287,,,,VIT,1.0,Edenílson,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,bernal,,12.0,,130650,20,,16.0,,,1.64,0.0,,,,4,-0.14,,4.0,Facundo Bernal Cruz,,,266,22.0,5.0,7.0,FLU,3.33,Bernal,2025,38,0.0,0.04,0.08944271909998336,,,,21.8,5.0,12.0,0.0442222222222222
,,boateng,,,,130711,0,,,,,0.0,0.0,,,,3,0.0,,,Stanley Boateng Osei,,,280,,,,RBB,1.0,Boateng,2025,38,0.0,0.0,0.0,,,,,,,0.0
,5.0,souza,1.0,20.0,,130811,23,,19.0,,1.0,4.67,9.7,1.0,,,2,0.65,2.0,6.0,João Victor de Souza Menezes,,1.0,277,33.0,9.0,4.0,SAN,8.46,Souza,2025,38,9.7,5.5600000000000005,4.370125856311232,1.0,2.0,3.2,29.8,9.0,17.8,5.739966666666668
,,andrei,,,,130869,0,,,,,0.0,0.0,,,,3,0.0,,,Andrei Gabriel dos Santos Ferreira,,,287,,,,VIT,1.0,Andrei,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,riquelme,,11.0,,130889,9,,2.0,,,1.86,0.0,,,,4,0.0,,1.0,Riquelme Freitas dos Santos,,,284,6.0,2.0,,GRE,2.62,Riquelme,2025,38,0.0,0.0,0.0,,,,6.0,2.0,11.0,0.0
,,felipe-preis,,,,131116,0,,,,,0.0,0.0,,,,1,0.0,,,Felipe Gabriel Preis,,,276,,,,SAO,1.0,Felipe Preis,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,jardiel,,1.0,,131455,4,,,,,0.85,0.0,1.0,1.0,,5,0.0,,,Jardiel Maciel Libertino da Silva,,,284,,,,GRE,1.45,Jardiel,2025,38,0.0,0.58,1.296919426949878,,,,,,1.0,2.089905555555548
,,hyan,,1.0,,131515,2,,2.0,,,0.7,0.0,,,,4,0.0,,,Hyan Carvalho Machado Silva,,,277,1.0,,,SAN,1.19,Hyan,2025,38,0.0,0.0,0.0,,,,1.0,,1.0,0.0
,1.0,jp-chermont,,1.0,,131516,5,,9.0,,,4.28,0.0,2.0,,,2,0.0,,,João Pedro Chermont Crema,,,277,14.0,1.0,3.0,SAN,6.05,JP Chermont,2025,38,0.0,0.0,0.0,,,1.0,14.0,1.0,1.0,0.0
,,andre-silva,,20.0,,131617,19,,20.0,,5.0,4.32,0.0,5.0,1.0,,5,0.0,2.0,5.0,André Oliveira e Silva,,,276,11.0,10.0,5.0,SAO,6.73,André Silva,2025,38,0.0,0.0,0.0,5.0,2.0,,11.0,10.0,20.0,0.0
10.0,1.0,felipe-longo,,1.0,,131753,6,,,16.0,,2.72,0.0,,,,1,0.0,,,Felipe Longo Fernandes da Silva,,,264,,,,COR,3.24,Felipe Longo,2025,38,0.0,0.5,0.9591663046625442,,,1.0,,,1.0,0.5815031746031749
,,isac,,,,131762,0,,,,,0.0,0.0,,,,3,0.0,,,Isac Silvestre da Silva,,,276,,,,SAO,1.0,Isac,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,yuri-leles,,,,131763,0,,,,,0.0,0.0,,,,4,0.0,,,Yuri Silva Leles de Souza,,,280,,,,RBB,1.0,Yuri Leles,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,kevyn,,,,131765,0,,,,,0.0,0.0,,,,3,0.0,,,Kevyn Henrique Monteiro de Souza,,,280,,,,RBB,1.0,Kevyn,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,serna,1.0,30.0,,132071,32,,21.0,,7.0,5.21,1.7,4.0,,,5,-0.66,6.0,14.0,Kevin Steven Serna Jaramillo,,,266,33.0,9.0,3.0,FLU,7.14,Serna,2025,38,1.7,9.139999999999999,8.167802642081895,6.6,4.6,,31.6,8.0,29.4,5.054333333333339
,,arroyo,,18.0,,132264,13,,6.0,,2.0,4.35,1.5,,,,5,-0.04,1.0,9.0,Keny Alexander Arroyo Alvarado,,,283,10.0,8.0,4.0,CRU,6.53,Arroyo,2025,38,1.5,3.66,5.5770063654258095,1.8,1.0,,8.4,7.0,16.8,2.3176666666666677
,11.0,jemmes,,11.0,,132553,34,,32.0,,1.0,4.53,0.0,1.0,,,3,0.0,,1.0,Jemmes Bruno Ribeiro da Silva,,,2305,60.0,9.0,3.0,MIR,6.05,Jemmes,2025,38,0.0,2.9400000000000004,3.3567841753678453,1.0,,10.2,59.6,9.0,10.6,2.1769000000000016
,,davi-barbosa,,,,132560,0,,,,,0.0,0.0,,,,1,0.0,,,Davi Barbosa da Silva Novaes,,,287,,,,VIT,1.0,Davi Barbosa,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,vinicinho,1.0,37.0,,132580,22,,16.0,,,3.15,6.0,4.0,,,5,0.42,3.0,6.0,Vinicius Mendonça Pereira,,,280,20.0,6.0,2.0,RBB,6.24,Vinicinho,2025,38,6.0,1.2,2.6832815729997472,,2.2,,20.0,6.0,35.4,1.3501666666666658
,,gui-negao,,25.0,,133543,22,,28.0,,3.0,2.43,0.0,3.0,,,5,0.0,1.0,2.0,Guilherme William Silva Inácio,,,264,13.0,2.0,3.0,COR,3.73,Gui Negão,2025,38,0.0,1.26,1.4099645385611619,3.0,1.0,,12.0,2.0,23.8,1.7734999999999956
,,igao,,,,133623,0,,,,,0.0,0.0,,,,3,0.0,,,Igor Odoni Gomes,,,276,,,,SAO,2.0,Igão,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,alysson,1.0,50.0,,133669,28,,23.0,,1.0,4.44,2.2,3.0,1.0,,5,-0.31,2.0,9.0,Alysson Edward Franco da Rocha dos Santos,,,284,46.0,12.0,5.0,GRE,5.89,Alysson,2025,38,2.2,1.5800000000000005,1.732628061645087,1.0,2.0,,43.2,11.4,48.2,1.6876666666666653
,,gustavo-reis,,,,133671,0,,,,,0.0,0.0,,,,1,0.0,,,Gustavo Reis de Alcântara,,,280,,,,RBB,1.0,Gustavo Reis,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,mateus-xavier,,,,133673,3,,,,,0.5,0.0,,,,4,0.0,,,Mateus Xavier de Sousa,,,277,1.0,,,SAN,1.0,Mateus Xavier,2025,38,0.0,0.0,0.0,,,,1.0,,,0.0
,,benedetti,,,,133679,3,,2.0,,,3.07,6.0,,,,3,1.18,,,Luiz Gustavo Roncholeta Benedetti,,,275,6.0,1.0,,PAL,3.79,Benedetti,2025,38,6.0,1.2,2.6832815729997477,,,,2.8,1.0,,2.1091186507936484
,,wallace-davi,,,,133696,0,,,,,0.0,0.0,,,,4,0.0,,,Wallace Davi Nunes da Silva Dias,,,266,,,,FLU,2.0,Wallace Davi,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,yago-noal,,,,134246,2,,1.0,,,0.6,0.0,,,,4,0.0,,,Yago Eduardo Noal Lopes,,,285,1.0,,,INT,1.14,Yago Noal,2025,38,0.0,0.0,0.0,,,,1.0,,,0.0
,,larson,,3.0,,136156,1,,4.0,,,1.6,1.6,,,,4,0.51,,,Larson Torna Ferreira dos Santos,,,275,1.0,1.0,1.0,PAL,1.51,Larson,2025,38,1.6,0.32,0.7155417527999327,,,,1.0,1.0,3.0,0.208273015873016
,,luis-otavio,,14.0,,136306,19,,7.0,,,1.72,0.0,1.0,,,4,0.0,,2.0,Luis Otávio Costa de Aquino,,,285,18.0,2.0,3.0,INT,2.5,Luis Otávio,2025,38,0.0,0.4400000000000002,0.983869910099906,,,,18.0,2.0,14.0,0.21399999999999997
,,sanabria,,18.0,,136955,8,,5.0,,,1.6,0.0,2.0,,1.0,5,0.0,,2.0,Mateo Naín Sanabria Doracio,,,265,3.0,2.0,,BAH,4.39,Sanabria,2025,38,0.0,0.0,0.0,,,,3.0,2.0,18.0,0.0
,,micael,,,,137375,0,,,,,0.0,0.0,,,,5,0.0,,,Micael de Barros Viturino,,,292,,,,SPT,1.0,Micael,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,kaique-kenji,,3.0,,137542,3,,,,,0.87,1.6,1.0,,,5,0.27,,1.0,Kaique Kenji Takamura Correa,,,283,,,,CRU,1.36,Kaique Kenji,2025,38,1.6,0.32,0.7155417527999328,,,,,,2.2,0.8600634920634902
,2.0,clayton-sampaio,,1.0,,137618,10,,13.0,,,2.59,0.0,,1.0,,3,0.0,,2.0,Clayton Sampaio Pereira,,,285,9.0,3.0,2.0,INT,4.07,Clayton Sampaio,2025,38,0.0,0.0,0.0,,,2.0,9.0,3.0,1.0,0.0
,1.0,palacios,,1.0,,138021,2,,3.0,,,1.3,0.0,,,,3,0.0,,,Sergio Stevan Palacios Zapata,,,280,,,2.0,RBB,1.7,Palacios,2025,38,0.0,0.0,0.0,,,1.0,,,1.0,0.0
,,figueiredo,,,,139001,0,,,,,0.0,0.0,,,,4,0.0,,,Vitor dos Santos Figueiredo,,,275,,,,PAL,2.0,Figueiredo,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,filipe-luis,,,22.0,139076,35,,,,,6.89,0.0,,,,6,0.0,,,Filipe Luís Kasmirski,,,262,,,,FLA,12.73,Filipe Luís,2025,38,0.0,4.112,4.540987778006015,,,,,,,5.655833333333336
,,pedro-kaua,,,,139200,0,,,,,0.0,0.0,,,,3,0.0,,,Pedro Kauã Rodrigues Machado,,,285,,,,INT,1.0,Pedro Kauã,2025,38,0.0,0.0,0.0,,,,,,,0.0
,4.0,kaua-prates,,1.0,,139345,8,,4.0,,,3.59,3.0,1.0,,,2,-0.25,,,Kauã Prates de Almeida,,,283,7.0,,1.0,CRU,4.38,Kauã Prates,2025,38,3.0,1.9,2.1330729007701543,,,3.8,5.4,,1.0,1.5736666666666652
,,caio-maia,,,,139455,0,,,,,0.0,0.0,,,,5,0.0,,,Caio da Silva Maia,,,282,,,,CAM,2.0,Caio Maia,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,joao-marcelo,,,,140364,7,,3.0,,,1.51,0.0,2.0,,,5,0.0,1.0,3.0,João Marcelo Soares de Freitas,,,282,1.0,2.0,,CAM,3.46,João Marcelo,2025,38,0.0,0.0,0.0,,1.0,,1.0,2.0,,0.0
,,riquelme-felipe,,3.0,,140484,5,,1.0,,,1.0,0.0,,,,5,0.0,,,Riquelme Felipe Silva de Almeida,,,266,2.0,1.0,,FLU,3.43,Riquelme Felipe,2025,38,0.0,0.0,0.0,,,,2.0,1.0,3.0,0.0
